OrderID,OrderDate,CustomerID,Region,City,Category,Product,Quantity,UnitPrice,DiscountPct,Sales,Cost,Profit,PaymentMode
ORD00203,2024-02-01,CUST1134,West,Pune,Sports,Running Shoes,6,1449.43,0,8696.58,5233.91,3462.67,Cash on Delivery
ORD00204,2024-09-29,CUST1156,South,Chennai,Beauty,Perfume,3,1433.74,20,4301.22,3092.44,1208.78,UPI
ORD00205,2024-10-12,CUST1180,South,Chennai,Beauty,Shampoo,3,678.44,0,2035.32,1614.47,420.85,UPI
ORD00206,2024-06-27,CUST1031,East,Patna,Clothing,Shoes,5,3287.84,0,16439.2,12310.52,4128.68,UPI
ORD00207,2024-06-25,CUST1088,West,Ahmedabad,Sports,Running Shoes,2,2607.44,15,5214.88,3243.17,1971.71,Credit Card
ORD00208,2024-04-13,CUST1027,West,Mumbai,Beauty,Perfume,5,787.16,0,3935.8,2717.69,1218.11,Debit Card
ORD00209,2024-01-26,CUST1025,South,Bengaluru,Sports,Running Shoes,6,7279.4,0,43676.4,26486.15,17190.25,Credit Card
ORD00210,2024-12-14,CUST1167,West,Mumbai,Beauty,Perfume,2,162.18,0,324.36,223.03,101.33,Cash on Delivery
ORD00211,2024-06-13,CUST1059,South,Chennai,Beauty,Lipstick,3,1667.86,0,5003.58,3887.7,1115.88,Net Banking
ORD00212,2024-03-31,CUST1191,South,Chennai,Sports,Cricket Bat,1,7978.51,5,7978.51,5180.04,2798.47,Debit Card
ORD00213,2024-10-17,CUST1164,North,Chandigarh,Home & Kitchen,Mixer,5,1733.96,0,8669.8,6898.98,1770.82,Cash on Delivery
ORD00214,2024-09-15,CUST1187,West,Mumbai,Sports,Running Shoes,4,2473.56,0,9894.24,7442.48,2451.76,Debit Card
ORD00215,2024-06-21,CUST1163,South,Bengaluru,Beauty,Perfume,3,1484.29,0,4452.87,3292.1,1160.77,Net Banking
ORD00216,2024-07-24,CUST1063,East,Kolkata,Beauty,Lipstick,6,374.15,5,2244.9,1785.64,459.26,UPI
ORD00217,2024-08-16,CUST1002,West,Mumbai,Electronics,Laptop,3,57311.04,15,171933.12,107541.84,64391.28,Net Banking
ORD00218,2024-12-07,CUST1180,South,Bengaluru,Home & Kitchen,Vacuum Cleaner,1,5852.04,15,5852.04,3452.29,2399.75,Net Banking
ORD00219,2024-11-10,CUST1191,East,Patna,Home & Kitchen,Mixer,2,3019.98,0,6039.96,3523.67,2516.29,Cash on Delivery
ORD00220,2024-10-08,CUST1195,West,Pune,Sports,Yoga Mat,4,6155.86,20,24623.44,18479.86,6143.58,Debit Card
ORD00221,2024-08-16,CUST1015,North,Lucknow,Clothing,Cap,5,2552.05,10,12760.25,7267.29,5492.96,Credit Card
ORD00222,2024-10-01,CUST1174,South,Hyderabad,Sports,Running Shoes,2,1650.48,5,3300.96,2520.68,780.28,Credit Card
ORD00223,2024-09-18,CUST1116,West,Mumbai,Clothing,Cap,4,2887.81,10,11551.24,7662.61,3888.63,Cash on Delivery
ORD00224,2024-06-06,CUST1148,West,Pune,Sports,Cricket Bat,6,565.46,0,3392.76,2081.85,1310.91,Debit Card
ORD00225,2024-12-24,CUST1008,West,Ahmedabad,Electronics,Headphones,1,33158.06,0,33158.06,18736.42,14421.64,Cash on Delivery
ORD00226,2024-11-24,CUST1096,South,Bengaluru,Home & Kitchen,Bedsheet,6,7927.63,5,47565.78,31159.89,16405.89,Cash on Delivery
ORD00227,2024-06-27,CUST1186,South,Hyderabad,Beauty,Face Cream,1,569.41,10,569.41,389.66,179.75,Debit Card
ORD00228,2024-08-25,CUST1063,North,Chandigarh,Clothing,T-Shirt,6,2601.1,5,15606.6,10238.43,5368.17,Debit Card
ORD00229,2024-04-06,CUST1157,South,Chennai,Beauty,Perfume,6,1948.9,15,11693.4,6525.55,5167.85,Cash on Delivery
ORD00230,2024-02-21,CUST1062,South,Bengaluru,Electronics,Smartphone,5,3464.21,15,17321.05,12115.14,5205.91,Credit Card
ORD00231,2024-10-03,CUST1074,West,Mumbai,Electronics,Smartwatch,2,45631.56,0,91263.12,67901.21,23361.91,Net Banking
ORD00232,2024-11-02,CUST1056,East,Bhubaneswar,Clothing,Cap,6,2918.82,0,17512.92,10669.33,6843.59,Net Banking
ORD00233,2024-10-12,CUST1142,East,Kolkata,Beauty,Perfume,5,2217.33,15,11086.65,8624.24,2462.41,Cash on Delivery
ORD00234,2024-12-09,CUST1038,East,Bhubaneswar,Beauty,Face Cream,4,1996.64,5,7986.56,5029.01,2957.55,Cash on Delivery
ORD00235,2024-08-30,CUST1118,South,Hyderabad,Home & Kitchen,Bedsheet,2,10267.42,15,20534.84,12838.06,7696.78,Debit Card
ORD00236,2024-10-12,CUST1165,West,Ahmedabad,Electronics,Tablet,5,9344.43,0,46722.15,28533.9,18188.25,UPI
ORD00237,2024-10-01,CUST1154,East,Kolkata,Electronics,Smartwatch,6,50020.27,5,300121.62,168933.71,131187.91,Net Banking
ORD00238,2024-12-09,CUST1003,South,Hyderabad,Electronics,Headphones,5,14195.47,0,70977.35,42744.14,28233.21,UPI
ORD00239,2024-09-02,CUST1141,North,Lucknow,Clothing,Jeans,2,2526.0,5,5052.0,3667.46,1384.54,Debit Card
ORD00240,2024-09-30,CUST1119,West,Ahmedabad,Home & Kitchen,Vacuum Cleaner,6,4631.48,10,27788.88,17101.01,10687.87,Cash on Delivery
ORD00241,2024-07-08,CUST1004,East,Kolkata,Electronics,Smartwatch,3,25714.91,0,77144.73,53278.56,23866.17,Debit Card
ORD00242,2024-03-19,CUST1127,West,Ahmedabad,Home & Kitchen,Lamp,2,4293.45,20,8586.9,5538.21,3048.69,Debit Card
ORD00243,2024-11-24,CUST1043,East,Patna,Sports,Yoga Mat,6,4128.53,20,24771.18,14665.99,10105.19,UPI
ORD00244,2024-10-04,CUST1171,West,Mumbai,Clothing,Cap,6,3363.16,20,20178.96,13741.59,6437.37,Credit Card
ORD00245,2024-11-18,CUST1116,West,Mumbai,Electronics,Headphones,2,5476.12,0,10952.24,6437.26,4514.98,Net Banking
ORD00246,2024-09-06,CUST1135,West,Pune,Home & Kitchen,Mixer,1,576.04,0,576.04,396.26,179.78,Credit Card
ORD00247,2024-09-14,CUST1024,East,Kolkata,Home & Kitchen,Lamp,6,8251.38,0,49508.28,37207.55,12300.73,Credit Card
ORD00248,2024-11-13,CUST1020,South,Bengaluru,Sports,Football,5,2318.38,20,11591.9,7402.71,4189.19,Cash on Delivery
ORD00249,2024-05-04,CUST1167,West,Pune,Home & Kitchen,Bedsheet,6,3097.36,20,18584.16,13399.37,5184.79,Credit Card
ORD00250,2024-07-12,CUST1021,West,Ahmedabad,Electronics,Headphones,5,29346.3,15,146731.5,104060.08,42671.42,Debit Card
ORD00251,2024-02-18,CUST1121,East,Bhubaneswar,Beauty,Lipstick,5,2310.01,20,11550.05,7015.98,4534.07,Net Banking
ORD00252,2024-05-23,CUST1004,North,Lucknow,Home & Kitchen,Mixer,5,6980.36,20,34901.8,19483.07,15418.73,UPI
ORD00253,2024-07-22,CUST1173,South,Hyderabad,Clothing,Cap,1,1257.69,10,1257.69,869.05,388.64,Cash on Delivery
ORD00254,2024-03-12,CUST1025,West,Pune,Sports,Yoga Mat,6,5903.64,0,35421.84,23916.76,11505.08,Credit Card
ORD00255,2024-11-05,CUST1007,North,Chandigarh,Beauty,Shampoo,5,2393.92,20,11969.6,7770.37,4199.23,UPI
ORD00256,2024-07-01,CUST1169,West,Mumbai,Home & Kitchen,Bedsheet,5,11323.14,15,56615.7,37250.98,19364.72,Net Banking
ORD00257,2024-12-31,CUST1189,East,Kolkata,Beauty,Face Cream,1,342.79,15,342.79,201.75,141.04,Debit Card
ORD00258,2024-02-16,CUST1026,East,Kolkata,Beauty,Perfume,1,2365.96,20,2365.96,1564.33,801.63,UPI
ORD00259,2024-08-17,CUST1090,South,Chennai,Clothing,T-Shirt,5,2075.17,0,10375.85,6765.17,3610.68,Credit Card
ORD00260,2024-01-07,CUST1062,East,Patna,Sports,Cricket Bat,3,3544.96,15,10634.88,7920.78,2714.1,Net Banking
ORD00261,2024-07-13,CUST1016,South,Hyderabad,Sports,Running Shoes,2,1455.18,5,2910.36,1819.8,1090.56,Debit Card
ORD00262,2024-06-02,CUST1152,East,Patna,Clothing,Shoes,4,2804.53,0,11218.12,7182.75,4035.37,Cash on Delivery
ORD00263,2024-03-10,CUST1097,West,Mumbai,Sports,Football,3,451.43,20,1354.29,878.83,475.46,Net Banking
ORD00264,2024-11-29,CUST1122,East,Patna,Home & Kitchen,Bedsheet,5,2065.43,15,10327.15,6507.82,3819.33,Debit Card
ORD00265,2024-05-29,CUST1083,West,Ahmedabad,Home & Kitchen,Cookware Set,6,8492.01,10,50952.06,34278.09,16673.97,Debit Card
ORD00266,2024-02-28,CUST1006,West,Ahmedabad,Beauty,Perfume,5,619.53,0,3097.65,2476.0,621.65,Net Banking
ORD00267,2024-12-20,CUST1035,West,Ahmedabad,Beauty,Shampoo,1,2074.57,5,2074.57,1553.67,520.9,Cash on Delivery
ORD00268,2024-03-19,CUST1122,East,Bhubaneswar,Home & Kitchen,Cookware Set,6,5365.97,5,32195.82,20742.08,11453.74,Net Banking
ORD00269,2024-01-19,CUST1027,West,Pune,Sports,Dumbbells,3,5732.42,10,17197.26,12950.81,4246.45,Credit Card
ORD00270,2024-11-09,CUST1192,South,Hyderabad,Clothing,Jacket,1,2102.3,15,2102.3,1495.28,607.02,Cash on Delivery
ORD00271,2024-02-20,CUST1176,North,Delhi,Home & Kitchen,Bedsheet,3,3053.01,10,9159.03,6747.58,2411.45,Net Banking
ORD00272,2024-07-19,CUST1088,West,Ahmedabad,Sports,Football,4,6269.8,10,25079.2,17483.9,7595.3,Debit Card
ORD00273,2024-07-31,CUST1079,North,Chandigarh,Electronics,Smartwatch,1,8290.06,0,8290.06,6509.1,1780.96,UPI
ORD00274,2024-09-04,CUST1081,South,Hyderabad,Home & Kitchen,Bedsheet,3,5975.87,15,17927.61,11824.0,6103.61,Cash on Delivery
ORD00275,2024-02-28,CUST1189,North,Lucknow,Electronics,Laptop,1,51177.03,15,51177.03,36437.66,14739.37,Debit Card
ORD00276,2024-03-22,CUST1161,South,Hyderabad,Clothing,Cap,3,2091.52,0,6274.56,4954.49,1320.07,Cash on Delivery
ORD00277,2024-01-15,CUST1099,West,Ahmedabad,Clothing,Jeans,6,2265.14,10,13590.84,8145.41,5445.43,Cash on Delivery
ORD00278,2024-12-26,CUST1093,South,Chennai,Electronics,Smartphone,1,35274.85,10,35274.85,26451.75,8823.1,Debit Card
ORD00279,2024-05-14,CUST1152,West,Mumbai,Home & Kitchen,Cookware Set,6,10420.32,15,62521.92,42635.5,19886.42,UPI
ORD00280,2024-02-28,CUST1157,West,Pune,Beauty,Sunscreen,3,977.16,0,2931.48,1947.87,983.61,UPI
ORD00281,2024-03-01,CUST1130,South,Chennai,Sports,Cricket Bat,2,2720.89,15,5441.78,3242.0,2199.78,Debit Card
ORD00282,2024-07-15,CUST1142,South,Hyderabad,Beauty,Lipstick,4,586.52,15,2346.08,1663.08,683.0,Debit Card
ORD00283,2024-04-05,CUST1002,East,Kolkata,Clothing,Shoes,3,2994.35,20,8983.05,6331.73,2651.32,UPI
ORD00284,2024-10-14,CUST1181,South,Chennai,Beauty,Shampoo,5,1684.71,5,8423.55,5494.54,2929.01,Cash on Delivery
ORD00285,2024-10-16,CUST1057,South,Bengaluru,Beauty,Lipstick,1,2020.32,0,2020.32,1222.56,797.76,UPI
ORD00286,2024-10-16,CUST1146,South,Chennai,Sports,Yoga Mat,6,6271.36,10,37628.16,25354.92,12273.24,Credit Card
ORD00287,2024-01-22,CUST1188,East,Bhubaneswar,Electronics,Laptop,6,27319.94,5,163919.64,99111.63,64808.01,Credit Card
ORD00288,2024-05-14,CUST1198,North,Chandigarh,Clothing,Jacket,3,3059.04,20,9177.12,5246.98,3930.14,Credit Card
ORD00289,2024-11-08,CUST1052,East,Bhubaneswar,Clothing,Jeans,6,1670.13,20,10020.78,7055.01,2965.77,Debit Card
ORD00290,2024-05-23,CUST1074,East,Bhubaneswar,Electronics,Tablet,5,33017.96,15,165089.8,104157.37,60932.43,UPI
ORD00291,2024-07-29,CUST1063,North,Delhi,Sports,Yoga Mat,1,7942.9,0,7942.9,6090.31,1852.59,Debit Card
ORD00292,2024-07-20,CUST1096,South,Hyderabad,Clothing,Jacket,4,754.95,15,3019.8,2138.32,881.48,Cash on Delivery
ORD00293,2024-09-20,CUST1124,North,Chandigarh,Beauty,Face Cream,6,803.83,0,4822.98,3781.62,1041.36,Cash on Delivery
ORD00294,2024-02-17,CUST1016,North,Lucknow,Home & Kitchen,Lamp,6,11679.73,15,70078.38,49665.26,20413.12,UPI
ORD00295,2024-04-18,CUST1147,South,Chennai,Sports,Dumbbells,4,2440.88,0,9763.52,7391.82,2371.7,Net Banking
ORD00296,2024-12-15,CUST1004,West,Ahmedabad,Clothing,Cap,1,447.02,20,447.02,315.84,131.18,Cash on Delivery
ORD00297,2024-01-01,CUST1040,West,Ahmedabad,Electronics,Smartphone,4,13335.62,0,53342.48,38521.16,14821.32,UPI
ORD00298,2024-02-12,CUST1160,East,Patna,Home & Kitchen,Mixer,3,8141.85,0,24425.55,17396.56,7028.99,Cash on Delivery
ORD00299,2024-02-16,CUST1151,West,Pune,Home & Kitchen,Cookware Set,6,1594.61,0,9567.66,5772.7,3794.96,Debit Card
ORD00300,2024-01-05,CUST1177,West,Mumbai,Clothing,Cap,6,1399.44,20,8396.64,4871.3,3525.34,Cash on Delivery
ORD00301,2024-07-15,CUST1076,North,Delhi,Clothing,Shoes,1,2638.44,0,2638.44,1518.7,1119.74,UPI
ORD00302,2024-12-12,CUST1112,South,Hyderabad,Clothing,Shoes,2,518.92,10,1037.84,716.96,320.88,Debit Card
ORD00303,2024-11-11,CUST1192,South,Chennai,Home & Kitchen,Cookware Set,6,5587.41,0,33524.46,20259.21,13265.25,Debit Card
ORD00304,2024-08-07,CUST1063,West,Ahmedabad,Electronics,Tablet,3,47777.98,15,143333.94,87712.72,55621.22,Credit Card
ORD00305,2024-01-14,CUST1048,East,Bhubaneswar,Sports,Running Shoes,6,7056.29,10,42337.74,25460.28,16877.46,Net Banking
ORD00306,2024-09-10,CUST1135,North,Delhi,Beauty,Perfume,4,414.95,10,1659.8,1120.19,539.61,Credit Card
ORD00307,2024-07-17,CUST1197,East,Kolkata,Electronics,Laptop,5,26120.52,0,130602.6,89670.32,40932.28,Cash on Delivery
ORD00308,2024-05-14,CUST1129,North,Delhi,Electronics,Headphones,2,3829.87,20,7659.74,4328.65,3331.09,Cash on Delivery
ORD00309,2024-12-25,CUST1071,West,Ahmedabad,Home & Kitchen,Lamp,4,1447.92,10,5791.68,3962.33,1829.35,Debit Card
ORD00310,2024-04-14,CUST1079,North,Lucknow,Electronics,Laptop,2,32878.83,15,65757.66,42590.11,23167.55,Credit Card
ORD00311,2024-02-14,CUST1170,North,Delhi,Beauty,Shampoo,4,422.57,0,1690.28,1188.39,501.89,UPI
ORD00312,2024-03-11,CUST1132,North,Lucknow,Clothing,T-Shirt,6,336.32,0,2017.92,1360.29,657.63,Net Banking
ORD00313,2024-05-17,CUST1109,East,Kolkata,Home & Kitchen,Cookware Set,6,10693.77,0,64162.62,47663.69,16498.93,UPI
ORD00314,2024-12-30,CUST1014,North,Chandigarh,Home & Kitchen,Lamp,5,7716.63,10,38583.15,26006.47,12576.68,UPI
ORD00315,2024-03-21,CUST1058,South,Chennai,Beauty,Sunscreen,3,1967.32,15,5901.96,4565.56,1336.4,Credit Card
ORD00316,2024-05-05,CUST1009,North,Delhi,Sports,Cricket Bat,1,3985.41,0,3985.41,2573.56,1411.85,Debit Card
ORD00317,2024-05-07,CUST1146,South,Chennai,Sports,Dumbbells,4,7360.5,20,29442.0,18547.98,10894.02,Credit Card
ORD00318,2024-04-24,CUST1072,North,Delhi,Home & Kitchen,Mixer,5,11786.26,0,58931.3,46468.5,12462.8,Cash on Delivery
ORD00319,2024-08-21,CUST1189,North,Lucknow,Home & Kitchen,Vacuum Cleaner,1,4742.57,20,4742.57,2954.14,1788.43,UPI
ORD00320,2024-10-29,CUST1194,West,Ahmedabad,Sports,Football,4,7983.18,15,31932.72,23757.03,8175.69,Net Banking
ORD00321,2024-01-13,CUST1085,North,Chandigarh,Clothing,Jeans,2,2032.94,15,4065.88,2882.65,1183.23,Credit Card
ORD00322,2024-04-15,CUST1182,East,Kolkata,Electronics,Smartwatch,5,59012.27,0,295061.35,193251.6,101809.75,Debit Card
ORD00323,2024-09-23,CUST1148,North,Delhi,Home & Kitchen,Mixer,4,8559.74,15,34238.96,22019.86,12219.1,Credit Card
ORD00324,2024-07-20,CUST1060,South,Hyderabad,Electronics,Tablet,1,36125.9,15,36125.9,20431.75,15694.15,Debit Card
ORD00325,2024-12-24,CUST1051,East,Patna,Home & Kitchen,Vacuum Cleaner,6,4251.89,0,25511.34,16918.85,8592.49,Credit Card
ORD00326,2024-02-24,CUST1091,North,Delhi,Clothing,Cap,2,1738.61,0,3477.22,2185.46,1291.76,Net Banking
ORD00327,2024-05-15,CUST1010,East,Patna,Clothing,Shoes,1,589.35,0,589.35,443.13,146.22,Net Banking
ORD00328,2024-12-30,CUST1066,South,Bengaluru,Clothing,Jacket,2,3398.88,0,6797.76,4412.16,2385.6,UPI
ORD00329,2024-10-11,CUST1031,West,Ahmedabad,Clothing,T-Shirt,6,2060.39,0,12362.34,7092.04,5270.3,Debit Card
ORD00330,2024-04-11,CUST1149,South,Bengaluru,Electronics,Headphones,4,23276.03,15,93104.12,65878.09,27226.03,Credit Card
ORD00331,2024-02-03,CUST1084,North,Delhi,Sports,Yoga Mat,2,7258.97,0,14517.94,9594.29,4923.65,Credit Card
ORD00332,2024-03-27,CUST1097,West,Mumbai,Electronics,Headphones,5,26839.65,5,134198.25,98113.38,36084.87,Credit Card
ORD00333,2024-04-05,CUST1158,East,Kolkata,Beauty,Shampoo,3,807.66,0,2422.98,1867.77,555.21,Net Banking
ORD00334,2024-07-29,CUST1107,East,Patna,Sports,Football,5,4040.64,5,20203.2,11554.82,8648.38,Debit Card
ORD00335,2024-10-05,CUST1139,South,Hyderabad,Clothing,Cap,1,3466.09,0,3466.09,2583.9,882.19,Cash on Delivery
ORD00336,2024-05-18,CUST1014,East,Patna,Beauty,Perfume,2,211.25,0,422.5,295.45,127.05,UPI
ORD00337,2024-04-29,CUST1188,East,Bhubaneswar,Beauty,Sunscreen,2,385.32,0,770.64,550.4,220.24,Net Banking
ORD00338,2024-03-29,CUST1151,West,Ahmedabad,Electronics,Smartphone,2,15338.24,15,30676.48,19310.88,11365.6,UPI
ORD00339,2024-04-06,CUST1014,South,Hyderabad,Electronics,Laptop,4,33214.29,0,132857.16,78902.43,53954.73,Credit Card
ORD00340,2024-09-26,CUST1087,South,Bengaluru,Clothing,Cap,4,302.19,0,1208.76,942.2,266.56,Debit Card
ORD00341,2024-03-16,CUST1093,North,Delhi,Clothing,Jacket,5,2555.03,0,12775.15,7478.74,5296.41,Net Banking
ORD00342,2024-02-21,CUST1163,West,Pune,Electronics,Laptop,3,19153.26,0,57459.78,33563.0,23896.78,Cash on Delivery
ORD00343,2024-10-14,CUST1170,South,Hyderabad,Beauty,Perfume,6,2240.56,0,13443.36,9456.43,3986.93,Debit Card
ORD00344,2024-12-18,CUST1100,West,Ahmedabad,Sports,Football,3,1367.85,15,4103.55,3004.65,1098.9,Net Banking
ORD00345,2024-06-11,CUST1084,South,Hyderabad,Sports,Cricket Bat,5,2078.8,5,10394.0,7186.28,3207.72,Debit Card
ORD00346,2024-03-26,CUST1114,East,Patna,Electronics,Smartphone,6,53291.23,15,319747.38,182953.54,136793.84,UPI
ORD00347,2024-12-20,CUST1012,South,Bengaluru,Electronics,Laptop,1,22003.15,15,22003.15,16430.96,5572.19,Credit Card
ORD00348,2024-07-30,CUST1122,West,Mumbai,Beauty,Lipstick,4,2222.16,5,8888.64,5669.24,3219.4,Credit Card
ORD00349,2024-02-07,CUST1087,South,Chennai,Sports,Football,1,2641.31,0,2641.31,1663.18,978.13,Credit Card
ORD00350,2024-02-08,CUST1157,South,Hyderabad,Clothing,Shoes,5,3313.87,0,16569.35,13164.52,3404.83,Net Banking
ORD00351,2024-03-25,CUST1052,West,Pune,Beauty,Face Cream,5,2240.92,0,11204.6,6602.6,4602.0,UPI
ORD00352,2024-05-24,CUST1125,East,Bhubaneswar,Clothing,Shoes,3,1060.15,10,3180.45,1788.71,1391.74,Net Banking
ORD00353,2024-08-06,CUST1051,East,Kolkata,Clothing,T-Shirt,1,1242.56,10,1242.56,889.06,353.5,Cash on Delivery
ORD00354,2024-11-22,CUST1200,South,Bengaluru,Electronics,Headphones,3,58657.88,0,175973.64,117619.49,58354.15,UPI
ORD00355,2024-05-15,CUST1094,West,Pune,Beauty,Lipstick,1,1658.39,0,1658.39,1072.78,585.61,Cash on Delivery
ORD00356,2024-08-13,CUST1038,North,Chandigarh,Clothing,Shoes,4,1142.88,10,4571.52,3471.02,1100.5,Credit Card
ORD00357,2024-07-30,CUST1107,East,Bhubaneswar,Electronics,Headphones,5,14809.5,5,74047.5,41855.05,32192.45,Net Banking
ORD00358,2024-06-02,CUST1146,South,Chennai,Sports,Dumbbells,1,3400.51,0,3400.51,2596.24,804.27,Net Banking
ORD00359,2024-08-17,CUST1032,South,Bengaluru,Sports,Running Shoes,2,7612.87,0,15225.74,9010.46,6215.28,Debit Card
ORD00360,2024-08-10,CUST1066,North,Lucknow,Electronics,Smartwatch,2,59840.25,20,119680.5,84590.96,35089.54,Net Banking
ORD00361,2024-10-11,CUST1003,North,Chandigarh,Home & Kitchen,Mixer,4,6848.62,10,27394.48,20933.66,6460.82,Cash on Delivery
ORD00362,2024-07-31,CUST1027,West,Mumbai,Sports,Running Shoes,2,1526.32,20,3052.64,2127.64,925.0,Credit Card
ORD00363,2024-06-25,CUST1121,East,Bhubaneswar,Sports,Cricket Bat,4,2407.44,10,9629.76,6872.73,2757.03,Net Banking
ORD00364,2024-03-14,CUST1084,East,Patna,Electronics,Smartphone,5,37106.33,0,185531.65,134216.44,51315.21,Cash on Delivery
ORD00365,2024-07-09,CUST1125,West,Ahmedabad,Clothing,T-Shirt,1,1381.17,0,1381.17,1033.69,347.48,UPI
ORD00366,2024-08-14,CUST1048,South,Chennai,Electronics,Smartphone,3,17261.07,15,51783.21,33876.22,17906.99,Credit Card
ORD00367,2024-09-05,CUST1016,West,Pune,Beauty,Shampoo,5,2187.89,10,10939.45,8262.07,2677.38,Debit Card
ORD00368,2024-09-25,CUST1014,West,Mumbai,Home & Kitchen,Lamp,5,832.9,20,4164.5,2491.17,1673.33,Debit Card
ORD00369,2024-07-03,CUST1101,West,Mumbai,Clothing,T-Shirt,6,937.15,5,5622.9,3610.4,2012.5,Net Banking
ORD00370,2024-09-07,CUST1141,South,Chennai,Electronics,Headphones,5,27597.05,5,137985.25,109026.3,28958.95,Net Banking
ORD00371,2024-12-18,CUST1199,South,Chennai,Home & Kitchen,Vacuum Cleaner,1,3778.3,0,3778.3,2443.21,1335.09,Net Banking
ORD00372,2024-04-15,CUST1121,South,Hyderabad,Clothing,Jeans,3,2385.08,20,7155.24,4853.54,2301.7,Credit Card
ORD00373,2024-05-09,CUST1108,North,Delhi,Clothing,Jeans,5,2876.27,15,14381.35,9007.97,5373.38,UPI
ORD00374,2024-04-21,CUST1149,West,Ahmedabad,Beauty,Perfume,4,860.04,10,3440.16,2339.86,1100.3,Cash on Delivery
ORD00375,2024-11-27,CUST1016,East,Bhubaneswar,Electronics,Headphones,5,37129.43,0,185647.15,115958.73,69688.42,Cash on Delivery
ORD00376,2024-05-13,CUST1038,East,Patna,Home & Kitchen,Vacuum Cleaner,6,8677.58,0,52065.48,40251.48,11814.0,Debit Card
ORD00377,2024-07-25,CUST1075,North,Lucknow,Sports,Football,6,2828.85,0,16973.1,9928.96,7044.14,Cash on Delivery
ORD00378,2024-01-19,CUST1185,West,Ahmedabad,Home & Kitchen,Bedsheet,5,8642.79,0,43213.95,29947.73,13266.22,UPI
ORD00379,2024-07-02,CUST1046,West,Pune,Clothing,Cap,5,1260.62,15,6303.1,3734.57,2568.53,Net Banking
ORD00380,2024-05-12,CUST1167,West,Mumbai,Home & Kitchen,Mixer,6,9795.95,0,58775.7,43536.9,15238.8,UPI
ORD00381,2024-06-06,CUST1075,East,Kolkata,Electronics,Smartphone,4,47603.29,0,190413.16,120499.02,69914.14,Net Banking
ORD00382,2024-11-20,CUST1128,West,Mumbai,Beauty,Face Cream,5,1513.74,5,7568.7,5337.17,2231.53,Debit Card
ORD00383,2024-01-28,CUST1117,East,Patna,Electronics,Smartwatch,2,9535.87,5,19071.74,11444.46,7627.28,Net Banking
ORD00384,2024-09-06,CUST1001,South,Bengaluru,Clothing,Jacket,3,2319.3,15,6957.9,4134.43,2823.47,Credit Card
ORD00385,2024-10-22,CUST1157,South,Bengaluru,Beauty,Perfume,2,1300.51,0,2601.02,1927.08,673.94,Debit Card
ORD00386,2024-09-01,CUST1003,West,Ahmedabad,Beauty,Lipstick,4,160.97,15,643.88,440.06,203.82,UPI
ORD00387,2024-12-12,CUST1079,South,Bengaluru,Home & Kitchen,Lamp,1,7706.9,15,7706.9,4718.21,2988.69,UPI
ORD00388,2024-10-28,CUST1116,West,Pune,Clothing,T-Shirt,3,834.46,0,2503.38,1892.46,610.92,UPI
ORD00389,2024-12-17,CUST1042,East,Patna,Sports,Running Shoes,2,3004.77,0,6009.54,4659.47,1350.07,Debit Card
ORD00390,2024-03-08,CUST1093,South,Bengaluru,Beauty,Face Cream,2,1875.08,0,3750.16,2615.45,1134.71,Credit Card
ORD00391,2024-11-15,CUST1012,East,Bhubaneswar,Electronics,Smartwatch,1,36244.56,0,36244.56,20369.08,15875.48,Credit Card
ORD00392,2024-03-04,CUST1077,West,Ahmedabad,Electronics,Smartwatch,5,16285.19,0,81425.95,59071.84,22354.11,Credit Card
ORD00393,2024-11-06,CUST1184,East,Bhubaneswar,Beauty,Face Cream,6,472.33,0,2833.98,2147.2,686.78,Net Banking
ORD00394,2024-02-24,CUST1051,East,Kolkata,Sports,Cricket Bat,4,1909.71,0,7638.84,4582.83,3056.01,Net Banking
ORD00395,2024-01-21,CUST1060,East,Kolkata,Home & Kitchen,Bedsheet,5,6208.08,5,31040.4,18683.95,12356.45,UPI
ORD00396,2024-10-20,CUST1019,North,Delhi,Electronics,Headphones,6,30405.09,20,182430.54,143638.78,38791.76,Net Banking
ORD00397,2024-05-31,CUST1074,South,Chennai,Electronics,Laptop,3,28660.23,0,85980.69,49434.79,36545.9,Credit Card
ORD00398,2024-02-29,CUST1169,West,Pune,Home & Kitchen,Vacuum Cleaner,1,10289.33,0,10289.33,7949.26,2340.07,Debit Card
ORD00399,2024-11-14,CUST1046,East,Patna,Clothing,Jacket,3,3111.12,20,9333.36,5350.24,3983.12,UPI
ORD00400,2024-05-19,CUST1028,West,Ahmedabad,Electronics,Smartwatch,4,41859.29,5,167437.16,112109.43,55327.73,Debit Card
ORD00401,2024-08-01,CUST1156,South,Bengaluru,Clothing,T-Shirt,5,1844.56,5,9222.8,6384.35,2838.45,Debit Card
ORD00402,2024-03-07,CUST1011,North,Lucknow,Beauty,Perfume,4,2312.94,5,9251.76,5349.69,3902.07,Cash on Delivery
ORD00403,2024-12-26,CUST1057,East,Kolkata,Electronics,Laptop,6,32201.85,15,193211.1,142185.2,51025.9,Net Banking
ORD00404,2024-12-04,CUST1038,North,Chandigarh,Home & Kitchen,Lamp,6,3358.64,15,20151.84,12825.38,7326.46,Cash on Delivery
ORD00405,2024-11-25,CUST1019,North,Delhi,Sports,Running Shoes,2,4242.31,5,8484.62,5661.98,2822.64,Debit Card
